transaction_id,date,product,units,unit_price,in_stock
TX00084,2025-01-04,Widget,7,46.26,True
TX00085,2025-01-04,Doohickey,14,45.12,True
TX00086,2025-01-04,Gadget,11,9.95,True
TX00087,2025-01-04,Gadget,3,31.52,True
TX00088,2025-01-04,Widget,9,13.14,True
TX00089,2025-01-04,Doohickey,9,14.21,False
TX00090,2025-01-04,Gadget,19,46.81,True
TX00091,2025-01-04,Gadget,5,34.83,False
TX00092,2025-01-04,Doohickey,2,39.13,True
TX00093,2025-01-04,Gadget,4,17.7,False
TX00094,2025-01-04,Widget,3,39.91,False
TX00095,2025-01-04,Widget,3,35.12,False
TX00096,2025-01-05,Widget,9,20.58,True
TX00097,2025-01-05,Widget,16,27.33,False
TX00098,2025-01-05,Gadget,10,16.21,True
TX00099,2025-01-05,Widget,14,31.75,False
TX00100,2025-01-05,Gadget,1,13.41,False
TX00101,2025-01-05,Doohickey,8,25.19,False
TX00102,2025-01-05,Gadget,4,43.49,True
TX00103,2025-01-05,Gadget,8,34.6,False
TX00104,2025-01-05,Widget,14,32.1,True
TX00105,2025-01-05,Doohickey,14,10.04,True
TX00106,2025-01-05,Widget,16,41.98,True
TX00107,2025-01-05,Doohickey,12,32.88,True
TX00108,2025-01-05,Gadget,12,47.68,True
TX00109,2025-01-05,Gadget,18,47.02,False
TX00110,2025-01-05,Doohickey,17,46.93,False
TX00111,2025-01-05,Doohickey,18,29.05,True
TX00112,2025-01-05,Doohickey,12,39.64,True
TX00113,2025-01-05,Gadget,10,9.57,True
TX00114,2025-01-05,Widget,7,7.01,False
TX00115,2025-01-05,Doohickey,13,40.38,False
TX00116,2025-01-05,Doohickey,11,35.3,True
TX00117,2025-01-05,Gadget,11,47.62,True
TX00118,2025-01-05,Gadget,1,18.7,False
TX00119,2025-01-05,Widget,6,27.27,True
TX00120,2025-01-06,Doohickey,19,40.4,True
TX00121,2025-01-06,Widget,9,32.4,True
TX00122,2025-01-06,Gadget,9,43.18,True
TX00123,2025-01-06,Widget,14,22.76,False
TX00124,2025-01-06,Doohickey,17,43.03,False
TX00125,2025-01-06,Gadget,11,43.76,True
TX00126,2025-01-06,Widget,13,45.63,True
TX00127,2025-01-06,Widget,13,22.91,False
TX00128,2025-01-06,Widget,13,45.87,False
TX00129,2025-01-06,Widget,10,18.91,False
TX00130,2025-01-06,Doohickey,6,31.73,True
TX00131,2025-01-06,Doohickey,19,49.1,True
TX00132,2025-01-06,Gadget,16,34.0,False
TX00133,2025-01-06,Widget,15,31.66,True
TX00134,2025-01-06,Widget,12,21.24,True
TX00135,2025-01-06,Gadget,3,28.11,True
TX00136,2025-01-06,Gadget,8,27.08,True
TX00137,2025-01-06,Gadget,16,35.49,True
TX00138,2025-01-06,Gadget,5,29.29,True
TX00139,2025-01-06,Gadget,18,19.33,False
TX00140,2025-01-06,Gadget,19,13.59,False
TX00141,2025-01-06,Gadget,16,49.43,False
TX00142,2025-01-06,Gadget,4,32.87,True
TX00143,2025-01-06,Doohickey,7,12.79,True
TX00144,2025-01-07,Doohickey,3,20.21,False
TX00145,2025-01-07,Doohickey,7,34.26,False
TX00146,2025-01-07,Widget,9,15.74,False
TX00147,2025-01-07,Gadget,5,45.29,False
TX00148,2025-01-07,Doohickey,15,29.32,False
TX00149,2025-01-07,Gadget,2,35.64,False
TX00150,2025-01-07,Widget,3,34.86,False
TX00151,2025-01-07,Gadget,9,12.28,True
TX00152,2025-01-07,Gadget,11,46.95,False
TX00153,2025-01-07,Doohickey,17,43.06,False
TX00154,2025-01-07,Gadget,7,11.57,False
TX00155,2025-01-07,Widget,15,30.63,False
TX00156,2025-01-07,Widget,10,28.76,True
TX00157,2025-01-07,Doohickey,13,18.93,True
TX00158,2025-01-07,Doohickey,14,21.88,False
TX00159,2025-01-07,Gadget,17,16.66,True
TX00160,2025-01-07,Widget,1,33.41,False
TX00161,2025-01-07,Widget,13,24.29,True
TX00162,2025-01-07,Doohickey,10,9.52,False
TX00163,2025-01-07,Widget,5,15.22,False
TX00164,2025-01-07,Gadget,11,11.82,True
TX00165,2025-01-07,Doohickey,16,33.33,True
TX00166,2025-01-07,Widget,15,29.94,False
TX00167,2025-01-07,Doohickey,7,22.66,False
TX00168,2025-01-08,Widget,15,29.62,False
TX00169,2025-01-08,Widget,17,33.3,True
TX00170,2025-01-08,Widget,14,14.74,True
TX00171,2025-01-08,Widget,7,7.5,False
TX00172,2025-01-08,Gadget,4,48.3,False
TX00173,2025-01-08,Widget,2,13.35,True
TX00174,2025-01-08,Gadget,4,15.89,True
TX00175,2025-01-08,Doohickey,14,36.69,True
TX00176,2025-01-08,Gadget,17,49.36,True
TX00177,2025-01-08,Widget,3,10.56,True
TX00178,2025-01-08,Doohickey,8,23.11,False
TX00179,2025-01-08,Widget,17,43.51,False
TX00180,2025-01-08,Gadget,8,8.82,False
TX00181,2025-01-08,Doohickey,8,16.27,True
TX00182,2025-01-08,Gadget,16,32.62,True
TX00183,2025-01-08,Gadget,15,42.32,False
TX00184,2025-01-08,Widget,4,9.62,False
TX00185,2025-01-08,Widget,1,23.74,False
TX00186,2025-01-08,Widget,16,31.65,False
TX00187,2025-01-08,Widget,11,29.62,True
TX00188,2025-01-08,Doohickey,1,29.1,True
TX00189,2025-01-08,Gadget,13,49.69,False
TX00190,2025-01-08,Doohickey,14,49.29,True
TX00191,2025-01-08,Gadget,3,14.46,False
TX00192,2025-01-09,Doohickey,17,16.5,True
TX00193,2025-01-09,Gadget,12,23.0,False
TX00194,2025-01-09,Gadget,10,9.54,False
TX00195,2025-01-09,Widget,3,11.59,True
TX00196,2025-01-09,Doohickey,3,30.43,True
TX00197,2025-01-09,Widget,6,49.41,True
TX00198,2025-01-09,Doohickey,9,18.22,False
TX00199,2025-01-09,Widget,7,13.93,False
TX00200,2025-01-09,Doohickey,18,32.74,True
TX00201,2025-01-09,Gadget,12,18.39,True
TX00202,2025-01-09,Doohickey,12,5.61,True
TX00203,2025-01-09,Widget,3,9.22,True
TX00204,2025-01-09,Widget,6,44.5,False
TX00205,2025-01-09,Gadget,4,9.89,False
TX00206,2025-01-09,Widget,19,33.86,False
TX00207,2025-01-09,Widget,15,23.84,False
TX00208,2025-01-09,Doohickey,8,39.63,True
TX00209,2025-01-09,Doohickey,14,27.91,False
TX00210,2025-01-09,Gadget,12,15.39,True
TX00211,2025-01-09,Doohickey,9,14.5,False
TX00212,2025-01-09,Widget,14,15.59,True
TX00213,2025-01-09,Widget,6,15.52,True
TX00214,2025-01-09,Doohickey,11,16.29,False
TX00215,2025-01-09,Widget,14,18.47,False
TX00216,2025-01-10,Doohickey,17,31.92,True
TX00217,2025-01-10,Gadget,9,28.75,True
TX00218,2025-01-10,Doohickey,19,8.09,True
TX00219,2025-01-10,Doohickey,6,23.93,False
TX00220,2025-01-10,Doohickey,16,46.85,False
TX00221,2025-01-10,Widget,17,47.28,False
TX00222,2025-01-10,Doohickey,15,19.39,False
TX00223,2025-01-10,Widget,4,12.0,False
TX00224,2025-01-10,Widget,9,18.17,True
TX00225,2025-01-10,Gadget,16,10.97,False
TX00226,2025-01-10,Widget,14,16.64,False
TX00227,2025-01-10,Doohickey,12,46.62,False
TX00228,2025-01-10,Doohickey,1,44.47,True
TX00229,2025-01-10,Doohickey,13,25.35,True
TX00230,2025-01-10,Doohickey,2,29.74,True
TX00231,2025-01-10,Doohickey,13,36.53,False
TX00232,2025-01-10,Widget,15,36.56,True
TX00233,2025-01-10,Doohickey,15,36.21,True
TX00234,2025-01-10,Widget,16,38.12,True
TX00235,2025-01-10,Widget,17,31.59,False
TX00236,2025-01-10,Doohickey,10,10.98,True
TX00237,2025-01-10,Doohickey,18,35.91,False
TX00238,2025-01-10,Doohickey,18,35.1,False
TX00239,2025-01-10,Gadget,5,12.31,False
TX00240,2025-01-11,Doohickey,17,13.77,False
TX00241,2025-01-11,Widget,4,33.65,True
TX00242,2025-01-11,Widget,15,22.36,False
TX00243,2025-01-11,Widget,18,41.49,False
TX00244,2025-01-11,Widget,16,17.47,True
TX00245,2025-01-11,Gadget,4,34.98,False
TX00246,2025-01-11,Widget,4,32.67,False
TX00247,2025-01-11,Gadget,5,9.98,True
TX00248,2025-01-11,Gadget,5,17.53,True
TX00249,2025-01-11,Gadget,16,20.91,True
TX00250,2025-01-11,Gadget,16,18.59,True
TX00251,2025-01-11,Doohickey,19,9.09,True
TX00252,2025-01-11,Doohickey,9,15.6,True
TX00253,2025-01-11,Doohickey,17,29.17,True
TX00254,2025-01-11,Doohickey,12,15.17,True
TX00255,2025-01-11,Gadget,10,33.61,False
TX00256,2025-01-11,Gadget,13,23.68,True
TX00257,2025-01-11,Doohickey,8,25.54,False
TX00258,2025-01-11,Gadget,4,14.31,True
TX00259,2025-01-11,Gadget,19,40.39,True
TX00260,2025-01-11,Doohickey,3,8.49,True
TX00261,2025-01-11,Doohickey,14,47.5,False
TX00262,2025-01-11,Gadget,2,31.52,False
TX00263,2025-01-11,Gadget,12,47.49,False
TX00264,2025-01-12,Widget,4,29.71,True
TX00265,2025-01-12,Doohickey,1,20.82,False
TX00266,2025-01-12,Doohickey,16,21.64,True
TX00267,2025-01-12,Widget,4,46.82,True
TX00268,2025-01-12,Gadget,3,28.44,False
TX00269,2025-01-12,Doohickey,1,22.75,False
TX00270,2025-01-12,Gadget,5,12.02,False
TX00271,2025-01-12,Gadget,18,11.83,False
TX00272,2025-01-12,Widget,3,23.72,False
TX00273,2025-01-12,Doohickey,5,25.34,True
TX00274,2025-01-12,Gadget,10,41.19,True
TX00275,2025-01-12,Widget,4,10.48,True
TX00276,2025-01-12,Gadget,17,25.44,True
TX00277,2025-01-12,Gadget,12,10.99,False
TX00278,2025-01-12,Gadget,10,16.43,True
TX00279,2025-01-12,Widget,4,27.19,True
TX00280,2025-01-12,Gadget,4,44.46,False
TX00281,2025-01-12,Widget,11,10.95,True
TX00282,2025-01-12,Gadget,19,12.84,True
TX00283,2025-01-12,Widget,19,36.78,True
TX00284,2025-01-12,Widget,12,28.72,True
TX00285,2025-01-12,Doohickey,17,8.95,True
TX00286,2025-01-12,Doohickey,17,35.65,True
TX00287,2025-01-12,Doohickey,5,48.13,False
TX00288,2025-01-13,Gadget,12,38.22,False
TX00289,2025-01-13,Widget,18,49.84,True
TX00290,2025-01-13,Gadget,19,38.43,True
TX00291,2025-01-13,Widget,8,19.8,False
TX00292,2025-01-13,Widget,16,41.02,True
TX00293,2025-01-13,Gadget,10,30.55,False
TX00294,2025-01-13,Gadget,8,9.11,True
TX00295,2025-01-13,Doohickey,7,21.31,False
TX00296,2025-01-13,Gadget,16,47.58,True
TX00297,2025-01-13,Widget,19,34.47,False
TX00298,2025-01-13,Widget,13,21.65,True
TX00299,2025-01-13,Doohickey,6,36.88,True
TX00300,2025-01-13,Widget,8,35.74,False
TX00301,2025-01-13,Doohickey,15,12.12,True
TX00302,2025-01-13,Gadget,16,25.73,True
TX00303,2025-01-13,Widget,12,41.26,True
TX00304,2025-01-13,Gadget,18,10.24,True
TX00305,2025-01-13,Gadget,14,29.64,True
TX00306,2025-01-13,Gadget,9,10.35,True
TX00307,2025-01-13,Gadget,2,17.37,False
TX00308,2025-01-13,Gadget,13,39.49,True
TX00309,2025-01-13,Doohickey,11,21.1,False
TX00310,2025-01-13,Gadget,5,42.01,True
TX00311,2025-01-13,Widget,19,37.68,True
TX00312,2025-01-14,Doohickey,6,33.61,False
TX00313,2025-01-14,Gadget,11,11.77,False
TX00314,2025-01-14,Doohickey,4,25.35,False
TX00315,2025-01-14,Gadget,4,44.52,False
TX00316,2025-01-14,Gadget,11,33.47,False
TX00317,2025-01-14,Gadget,1,8.09,True
TX00318,2025-01-14,Gadget,11,27.59,False
TX00319,2025-01-14,Doohickey,7,26.01,False
TX00320,2025-01-14,Widget,2,26.92,False
TX00321,2025-01-14,Doohickey,15,23.65,True
TX00322,2025-01-14,Doohickey,19,41.62,False
TX00323,2025-01-14,Widget,1,28.95,False
TX00324,2025-01-14,Doohickey,8,43.62,False
TX00325,2025-01-14,Widget,1,47.91,False
TX00326,2025-01-14,Doohickey,18,45.28,True
TX00327,2025-01-14,Gadget,13,39.64,True
TX00328,2025-01-14,Gadget,8,5.97,True
TX00329,2025-01-14,Gadget,17,5.08,False
TX00330,2025-01-14,Widget,10,12.72,True
TX00331,2025-01-14,Doohickey,9,28.27,False
TX00332,2025-01-14,Doohickey,2,18.47,True
TX00333,2025-01-14,Doohickey,12,10.95,False
TX00334,2025-01-14,Widget,10,46.71,False
TX00335,2025-01-14,Doohickey,5,24.34,False
TX00336,2025-01-15,Gadget,10,13.94,True
TX00337,2025-01-15,Doohickey,6,28.02,False
TX00338,2025-01-15,Doohickey,6,49.17,False
TX00339,2025-01-15,Widget,10,37.53,False
TX00340,2025-01-15,Widget,9,46.61,False
TX00341,2025-01-15,Widget,5,10.23,False
TX00342,2025-01-15,Gadget,19,38.35,True
TX00343,2025-01-15,Gadget,9,20.19,False
TX00344,2025-01-15,Gadget,8,21.21,False
TX00345,2025-01-15,Widget,3,25.56,True
TX00346,2025-01-15,Doohickey,12,25.82,False
TX00347,2025-01-15,Gadget,18,40.59,True
TX00348,2025-01-15,Widget,1,18.31,True
TX00349,2025-01-15,Doohickey,13,25.77,True
TX00350,2025-01-15,Widget,8,24.49,True
TX00351,2025-01-15,Widget,2,33.01,True
TX00352,2025-01-15,Widget,5,30.14,False
TX00353,2025-01-15,Gadget,4,7.13,True
TX00354,2025-01-15,Doohickey,19,43.43,True
TX00355,2025-01-15,Doohickey,16,33.92,False
TX00356,2025-01-15,Widget,13,11.85,True
TX00357,2025-01-15,Gadget,8,27.31,True
TX00358,2025-01-15,Gadget,19,45.51,False
TX00359,2025-01-15,Doohickey,5,44.72,True
TX00360,2025-01-16,Widget,12,23.16,True
TX00361,2025-01-16,Doohickey,1,15.72,True
TX00362,2025-01-16,Gadget,19,47.83,True
TX00363,2025-01-16,Doohickey,13,38.08,False
TX00364,2025-01-16,Doohickey,10,34.85,False
TX00365,2025-01-16,Widget,11,23.4,True
TX00366,2025-01-16,Widget,16,43.93,True
TX00367,2025-01-16,Widget,16,13.68,True
TX00368,2025-01-16,Widget,11,42.26,False
TX00369,2025-01-16,Widget,4,41.01,False
TX00370,2025-01-16,Doohickey,8,28.5,False
TX00371,2025-01-16,Doohickey,15,21.38,False
TX00372,2025-01-16,Gadget,15,35.88,False
TX00373,2025-01-16,Doohickey,16,22.47,False
TX00374,2025-01-16,Doohickey,17,23.61,False
TX00375,2025-01-16,Widget,16,17.13,True
TX00376,2025-01-16,Doohickey,19,40.25,True
TX00377,2025-01-16,Doohickey,15,11.92,False
TX00378,2025-01-16,Doohickey,9,27.28,True
TX00379,2025-01-16,Doohickey,9,24.89,True
TX00380,2025-01-16,Gadget,16,49.37,False
TX00381,2025-01-16,Doohickey,1,9.96,False
TX00382,2025-01-16,Doohickey,11,30.45,True
TX00383,2025-01-16,Widget,13,14.98,False
TX00384,2025-01-17,Widget,10,47.77,False
TX00385,2025-01-17,Doohickey,1,10.66,False
TX00386,2025-01-17,Widget,14,46.24,False
TX00387,2025-01-17,Widget,2,34.05,True
TX00388,2025-01-17,Gadget,2,13.58,True
TX00389,2025-01-17,Widget,8,23.65,True
TX00390,2025-01-17,Widget,18,17.41,True
TX00391,2025-01-17,Doohickey,3,26.49,True
TX00392,2025-01-17,Gadget,2,42.11,True
TX00393,2025-01-17,Widget,9,26.64,False
TX00394,2025-01-17,Doohickey,9,49.33,False
TX00395,2025-01-17,Doohickey,17,46.02,True
TX00396,2025-01-17,Gadget,5,14.73,True
TX00397,2025-01-17,Widget,4,10.97,True
TX00398,2025-01-17,Widget,8,35.78,True
TX00399,2025-01-17,Gadget,16,21.2,False
TX00400,2025-01-17,Widget,14,16.94,True
TX00401,2025-01-17,Doohickey,19,46.65,False
TX00402,2025-01-17,Doohickey,7,31.03,False
TX00403,2025-01-17,Widget,1,17.08,True
TX00404,2025-01-17,Doohickey,19,30.35,True
TX00405,2025-01-17,Gadget,9,29.77,True
TX00406,2025-01-17,Gadget,6,40.97,True
TX00407,2025-01-17,Gadget,14,23.55,False
TX00408,2025-01-18,Doohickey,5,27.69,True
TX00409,2025-01-18,Widget,14,11.85,True
TX00410,2025-01-18,Widget,2,43.19,False
TX00411,2025-01-18,Gadget,6,46.37,True
TX00412,2025-01-18,Gadget,7,5.1,False
TX00413,2025-01-18,Widget,16,38.99,True
TX00414,2025-01-18,Doohickey,18,48.79,True
TX00415,2025-01-18,Doohickey,8,43.66,True
TX00416,2025-01-18,Gadget,1,40.98,True
TX00417,2025-01-18,Gadget,4,14.69,False
TX00418,2025-01-18,Doohickey,3,49.58,True
TX00419,2025-01-18,Widget,10,21.8,False
TX00420,2025-01-18,Widget,13,43.6,True
TX00421,2025-01-18,Doohickey,12,40.03,False
TX00422,2025-01-18,Widget,10,32.3,False
TX00423,2025-01-18,Gadget,16,48.42,False
TX00424,2025-01-18,Widget,7,48.08,False
TX00425,2025-01-18,Doohickey,13,24.97,True
TX00426,2025-01-18,Doohickey,7,26.26,False
TX00427,2025-01-18,Doohickey,2,45.64,True
TX00428,2025-01-18,Doohickey,5,25.31,True
TX00429,2025-01-18,Widget,11,44.1,False
TX00430,2025-01-18,Widget,7,15.21,True
TX00431,2025-01-18,Widget,7,16.36,True
TX00432,2025-01-19,Widget,11,22.44,False
TX00433,2025-01-19,Doohickey,14,18.9,False
TX00434,2025-01-19,Widget,2,25.39,True
TX00435,2025-01-19,Doohickey,1,14.97,True
TX00436,2025-01-19,Widget,2,12.38,True
TX00437,2025-01-19,Widget,13,22.13,False
TX00438,2025-01-19,Widget,6,13.0,False
TX00439,2025-01-19,Widget,16,20.45,True
TX00440,2025-01-19,Gadget,10,22.85,True
TX00441,2025-01-19,Gadget,1,47.39,True
TX00442,2025-01-19,Widget,6,23.76,True
TX00443,2025-01-19,Gadget,1,31.59,False
TX00444,2025-01-19,Doohickey,11,46.58,True
TX00445,2025-01-19,Doohickey,17,24.99,True
TX00446,2025-01-19,Doohickey,2,17.4,True
TX00447,2025-01-19,Doohickey,18,30.53,False
TX00448,2025-01-19,Doohickey,8,42.11,True
TX00449,2025-01-19,Doohickey,4,17.78,False
TX00450,2025-01-19,Gadget,17,38.18,True
TX00451,2025-01-19,Widget,18,26.66,True
TX00452,2025-01-19,Doohickey,10,28.77,True
TX00453,2025-01-19,Gadget,8,33.99,True
TX00454,2025-01-19,Gadget,16,26.05,False
TX00455,2025-01-19,Gadget,10,13.38,True
TX00456,2025-01-20,Gadget,16,15.41,False
TX00457,2025-01-20,Widget,9,7.18,True
TX00458,2025-01-20,Widget,6,44.68,True
TX00459,2025-01-20,Widget,7,34.33,True
TX00460,2025-01-20,Widget,5,47.25,False
TX00461,2025-01-20,Widget,17,19.29,False
TX00462,2025-01-20,Widget,11,30.15,False
TX00463,2025-01-20,Gadget,12,30.67,True
TX00464,2025-01-20,Doohickey,19,11.28,False
TX00465,2025-01-20,Widget,18,30.01,False
TX00466,2025-01-20,Widget,13,32.25,False
TX00467,2025-01-20,Widget,12,24.43,False
TX00468,2025-01-20,Gadget,2,20.71,True
TX00469,2025-01-20,Widget,18,15.63,False
TX00470,2025-01-20,Doohickey,8,8.46,True
TX00471,2025-01-20,Gadget,10,31.94,True
TX00472,2025-01-20,Widget,5,13.84,True
TX00473,2025-01-20,Gadget,10,8.63,True
TX00474,2025-01-20,Widget,11,49.25,True
TX00475,2025-01-20,Widget,11,45.06,False
TX00476,2025-01-20,Gadget,15,21.25,True
TX00477,2025-01-20,Gadget,1,26.2,True
TX00478,2025-01-20,Doohickey,13,14.21,True
TX00479,2025-01-20,Gadget,15,49.39,True
TX00480,2025-01-21,Doohickey,15,18.54,True
TX00481,2025-01-21,Gadget,3,42.6,False
TX00482,2025-01-21,Doohickey,17,38.63,True
TX00483,2025-01-21,Doohickey,18,5.76,False
TX00484,2025-01-21,Widget,14,6.68,True
TX00485,2025-01-21,Gadget,1,24.8,True
TX00486,2025-01-21,Doohickey,7,6.38,True
TX00487,2025-01-21,Gadget,14,46.33,True
TX00488,2025-01-21,Widget,10,48.67,False
TX00489,2025-01-21,Widget,15,32.57,False
TX00490,2025-01-21,Widget,9,18.76,True
TX00491,2025-01-21,Doohickey,11,14.58,True
TX00492,2025-01-21,Gadget,6,11.12,True
TX00493,2025-01-21,Gadget,2,30.51,True
TX00494,2025-01-21,Doohickey,8,12.08,True
TX00495,2025-01-21,Widget,16,14.88,False
TX00496,2025-01-21,Doohickey,17,37.38,True
TX00497,2025-01-21,Widget,7,44.11,True
TX00498,2025-01-21,Doohickey,13,33.5,False
TX00499,2025-01-21,Widget,6,48.03,False
